id,text,greetings,goodbye_prompt,change_nib_or_iban,request_parking_lot,request_office_table_office,request_time_off,nothing_related
525,"Hello, my dear motivator! What inspiring words do you have to share today?",True,False,False,False,False,False,False
526,"I need to request time off on June 3, 2023.",False,False,False,False,False,True,False
527,"I'm interested in booking the Ã‰vora office, specifically in room A2, for December 2nd, 2023. Can you help me with that?",False,False,False,False,True,False,False
528,"I need to arrange a parking space in the Lisbon office park b1 for 8-19-2023, can you assist me?",False,False,False,True,False,False,False
529,Could you please arrange a parking space for me in the Lisbon office park l1 on 6-19-2023?,False,False,False,True,False,False,False
530,"I need to book a parking lot in the Guarda office park r1 for 7-14-2023, can you assist me?",False,False,False,True,False,False,False
531,I need to request time off on 5th May 2023 and 6th May 2023.,False,False,False,False,False,True,False
532,"Welcome back, my partner in adventure! Any thrilling escapades to share?",True,False,False,False,False,False,False
533,Good morning! Wishing you a productive and joyful day.,True,False,False,False,False,False,False
534,Can you please book a parking lot for me in the Guarda office park l2 on 5-30-2023?,False,False,False,True,False,False,False
535,"Warm greetings, my fellow seeker of wisdom! What valuable lessons have you learned?",True,False,False,False,False,False,False
536,What's the good news?,True,False,False,False,False,False,False
537,"Hello, my favorite person!",True,False,False,False,False,False,False
538,"Just taking a moment to appreciate the beauty of the ordinary, no need for extraordinary.",False,False,False,False,False,False,True
539,I want to update my Workday NIB to PT50993471401428768413854.,False,False,True,False,False,False,False
540,Could you please arrange a parking space for me in the Guarda office park f2 on 4-14-2023?,False,False,False,True,False,False,False
541,"I would like to reserve a parking spot in the Lisbon office park l1 for 5-19-2023, can you help me with that?",False,False,False,True,False,False,False
542,"As we say goodbye, let hope guide your way.",False,True,False,False,False,False,False
543,"Farewell, dear friend. May our paths cross again soon.",False,True,False,False,False,False,False
544,Can you help me reserve a parking spot in the Vila Real office park r1 on 9-05-2023?,False,False,False,True,False,False,False
545,"Hi, friend!",True,False,False,False,False,False,False
546,"To alter my Workday NIB, I want to set it to PT50243897829718200917213.",False,False,True,False,False,False,False
547,"Goodbye, old chap!",False,True,False,False,False,False,False
548,Hey there! Don't forget to take some time for self-care today.,True,False,False,False,False,False,False
549,"See you in a while, crocodile!",False,True,False,False,False,False,False
550,"I need to arrange a parking space in the Leiria office park f2 for 5-05-2023, can you assist me?",False,False,False,True,False,False,False
551,I need to request time off from 10-05-2023 to 14-05-2023.,False,False,False,False,False,True,False
552,"I need to make a reservation for the Coimbra office, specifically in room B2, on February 17th, 2023.",False,False,False,False,True,False,False
553,I need to request time off on 1-06-2023.,False,False,False,False,False,True,False
554,"Greetings, my fellow nature enthusiast! Any breathtaking sights you've witnessed?",True,False,False,False,False,False,False
555,"I would like to request time off from 3rd June to 20th June, 2023.",False,False,False,False,False,True,False
556,The scent of fresh rain on the earth brought a refreshing feeling after a summer shower.,False,False,False,False,True,False,False
557,I need to request time off on 13th July 2023.,False,False,False,False,False,True,False
558,I need to request time off from 3/6/23 to 20/6/23.,False,False,False,False,False,True,False
559,"The chirping of crickets accompanied the starry night, creating a serene atmosphere.",False,False,False,False,True,False,False
560,"I would like to reserve a parking spot in the Lisbon office park r1 for 7-06-2023, can you help me with that?",False,False,False,True,False,False,False
561,I would like to request time off from 25-10-2023 to 29-10-2023.,False,False,False,False,False,True,False
562,"With a burst of creativity, the writer filled the pages of their notebook with imaginative stories.",False,False,False,False,True,False,False
563,"Salutations, my fellow lover of laughter! What hilarious anecdotes do you bring today?",True,False,False,False,False,False,False
564,"As we say goodbye, let gratitude and love fill your heart.",False,True,False,False,False,False,False
565,I need to request time off on 22-06-2023.,False,False,False,False,False,True,False
566,I need to change the NIB in Workday to PT50323544681543749733859.,False,False,True,False,False,False,False
567,"Just enjoying the simplicity of being, no need for constant doing.",False,False,False,False,False,False,True
568,See you in the embrace of timelessness!,False,True,False,False,False,False,False
569,"As we say our goodbyes, let hope be your guiding light.",False,True,False,False,False,False,False
570,"No urgent tasks or deadlines, just taking a breather.",False,False,False,False,False,False,True
571,"I need to book a parking lot in the Lisbon office park l2 for 8-05-2023, can you assist me?",False,False,False,True,False,False,False
572,Wishing you fulfillment and happiness on your journey. Farewell!,False,True,False,False,False,False,False
573,I would like to request time off from 29-11-2023 to 3-12-2023.,False,False,False,False,False,True,False
574,See you later!,False,True,False,False,False,False,False
575,"Farewell, my cherished companion. Until we meet again.",False,True,False,False,False,False,False
576,The rhythmic tapping of rain on the window created a cozy atmosphere indoors.,False,False,False,False,True,False,False
577,"Take it easy and farewell, my fellow traveler.",False,True,False,False,False,False,False
578,"Greetings, my fellow fashionista! What stylish trends are you rocking?",True,False,False,False,False,False,False
579,I would like to reserve a parking spot in the Porto office park b2 for 4-27-2023. Can you assist me?,False,False,False,True,False,False,False
580,"I need to reserve a parking spot in the Lisbon office park f1 for 4-02-2023, can you assist me?",False,False,False,True,False,False,False
581,Can you help me reserve a parking spot in the Lisbon office park r1 on 5-22-2023?,False,False,False,True,False,False,False
582,I need to request time off from 31-01-2024 to 4-02-2024.,False,False,False,False,False,True,False
583,I would like to request time off on 3-08-2023.,False,False,False,False,False,True,False
584,"The scent of eucalyptus filled the air, creating a refreshing atmosphere in the spa.",False,False,False,False,True,False,False
585,"It's time to say goodbye, but our bond remains unbreakable.",False,True,False,False,False,False,False
586,I need to request time off on 26-07-2024 and 27-07-2024.,False,False,False,False,False,True,False
587,I want to substitute my Workday IBAN with PT50321098765432109876543.,False,False,True,False,False,False,False
588,I would like to request time off from 13-12-2023 to 17-12-2023.,False,False,False,False,False,True,False
589,"Can you help me secure a spot in the Funchal office, specifically in room C1, on January 6th, 2023?",False,False,False,False,True,False,False
590,"I would like to reserve a parking spot in the BraganÃ§a office park f1 for 5-01-2023, can you help me with that?",False,False,False,True,False,False,False
591,I need to arrange a parking space in the Lisbon office park f1 for 5-30-2023. Can you assist me?,False,False,False,True,False,False,False
592,I need to request time off from 31-07-2024 to 4-08-2024.,False,False,False,False,False,True,False
593,"Just embracing the spontaneity of the moment, no need for rigid plans.",False,False,False,False,False,False,True
594,Hello! Don't forget to take care of yourself and prioritize your well-being.,True,False,False,False,False,False,False
595,"In the serene garden, the gentle breeze carried the scent of blooming roses.",False,False,False,False,True,False,False
596,"Hey, gorgeous!",True,False,False,False,False,False,False
597,I need to request time off from 10-04-2024 to 14-04-2024.,False,False,False,False,False,True,False
598,Good luck!,False,True,False,False,False,False,False
599,I need to amend my Workday IBAN to PT50198691924263342977744.,False,False,True,False,False,False,False
600,The book lover lost track of time as they immersed themselves in a captivating story.,False,False,False,False,True,False,False
601,"With a camera in hand, the photographer captured the beauty of nature in every frame.",False,False,False,False,True,False,False
602,I want to modify my Workday NIB to PT50030199225723160046304,False,False,True,False,False,False,False
603,I need to arrange a parking space in the Lisbon office park b1 for 5-15-2023. Can you assist me?,False,False,False,True,False,False,False
604,See you at the crossroads!,False,True,False,False,False,False,False
605,I would like to request time off from 12th July 2023 to 16th July 2023.,False,False,False,False,False,True,False
606,"Hey, it's been a while! How have you been keeping busy?",True,False,False,False,False,False,False
607,I would like to request time off on 14-09-2023.,False,False,False,False,False,True,False
608,Can you help me book a parking lot in the Coimbra office park l1 on 4-11-2023?,False,False,False,True,False,False,False
609,The scent of freshly fallen leaves added to the charm of a stroll through the autumn park.,False,False,False,False,True,False,False
610,Greetings! Your kindness and positivity have a ripple effect on those around you.,True,False,False,False,False,False,False
611,"Can you help me reserve a spot in the SetÃºbal office, particularly in room C2, for January 20th, 2025?",False,False,False,False,True,False,False
612,Can you help me book a parking lot in the Coimbra office park r2 on 9-04-2023?,False,False,False,True,False,False,False
613,Keep up the good work!,False,True,False,False,False,False,False
614,The aroma of fresh basil and tomatoes filled the kitchen during the cooking session.,False,False,False,False,True,False,False
615,"Good vibes and greetings to you, my fellow music lover!",True,False,False,False,False,False,False
616,I want to modify the NIB in Workday to PT50517525406610156619711.,False,False,True,False,False,False,False
617,Can you please book a parking lot for me in the BraganÃ§a office park f2 on 8-26-2023?,False,False,False,True,False,False,False
618,I would like to request time off on 1-12-2023 and 2-12-2023.,False,False,False,False,False,True,False
619,"I'm interested in reserving the SantarÃ©m office, specifically in room A1, for the weekend of November 10th to 11th, 2023. Can you help me with that?",False,False,False,False,True,False,False
620,I need to request time off from 17-01-2024 to 21-01-2024.,False,False,False,False,False,True,False
621,"Warm greetings, my sustainability champion! How have you been reducing waste in your daily life?",True,False,False,False,False,False,False
622,I wish to change my Workday NIB to PT50190170602418891930893.,False,False,True,False,False,False,False
623,My Workday NIB must be modified to PT50191630171100274522104.,False,False,True,False,False,False,False
624,"I'm interested in reserving the SantarÃ©m office, specifically in room A1, for December 25th to 26th, 2023. Can you help me with that?",False,False,False,False,True,False,False
625,"No particular preferences for the view, finding beauty in every perspective.",False,False,False,False,False,False,True
626,"I need to make a reservation for the Faro office, specifically in room A2, on November 8th, 2023.",False,False,False,False,True,False,False
627,Can you help me book a parking lot in the Coimbra office park b2 on 6-05-2023?,False,False,False,True,False,False,False
628,I would like to reserve a parking spot in the Porto office park l2 for 6-01-2023. Can you assist me?,False,False,False,True,False,False,False
629,"Hi, champ!",True,False,False,False,False,False,False
630,What's the good word?,True,False,False,False,False,False,False
631,"Could you assist me in securing a spot in the Braga office, particularly in room A1, on December 24th, 2023?",False,False,False,False,True,False,False
632,"Could you assist me in securing a spot in the Braga office, in the room a1 on 21-07-2023?",False,False,False,False,True,False,False
633,I would like to request time off from 6-09-2023 to 10-09-2023.,False,False,False,False,False,True,False
634,"To update my Workday NIB, I need to set it to PT50562849197649567655084.",False,False,True,False,False,False,False
635,"Farewell, dear friend. May destiny lead you to extraordinary heights.",False,True,False,False,False,False,False
636,"No particular objectives or targets, just embracing the present moment.",False,False,False,False,False,False,True
637,"No particular goals or milestones to achieve, finding contentment in the journey.",False,False,False,False,False,False,True
638,"To update my Workday NIB, I need to substitute it with PT50773945622293682154330.",False,False,True,False,False,False,False
639,"Not seeking any specific recognition, finding fulfillment in the journey.",False,False,False,False,False,False,True
640,Can you help me book a parking lot in the Coimbra office park f1 on 7-11-2023?,False,False,False,True,False,False,False
641,Greetings! Remember that every challenge is an opportunity to grow.,True,False,False,False,False,False,False
642,"Hey, genius!",True,False,False,False,False,False,False
643,I would like to reserve a parking spot in the Porto office park l2 for 6-21-2023. Can you assist me?,False,False,False,True,False,False,False
644,"Hi, stud!",True,False,False,False,False,False,False
645,"Hi! May your day be filled with love, laughter, and little victories.",True,False,False,False,False,False,False
646,Can you please arrange a parking spot for me in the Braga office park f2 on 4-29-2023?,False,False,False,True,False,False,False
647,"Just enjoying the simple pleasures of life, no need for anything extravagant.",False,False,False,False,False,False,True
648,Wishing you success and happiness on your journey. Farewell!,False,True,False,False,False,False,False
649,Safe journey!,False,True,False,False,False,False,False
650,"Could you assist me in booking the Faro office, the room b2 for the dates of 7-01-2023?",False,False,False,False,True,False,False
651,"To alter my Workday NIB, I want to set it to PT50804280970603883260281.",False,False,True,False,False,False,False
652,I would like to update my Workday NIB to PT50110301552378437767258.,False,False,True,False,False,False,False
653,Until we meet under the stars!,False,True,False,False,False,False,False
654,I require my Workday NIB to be changed to PT50996226515374631943621.,False,False,True,False,False,False,False
655,"Take care, my ally. Until we meet again, goodbye!",False,True,False,False,False,False,False
656,"Until we meet again, may fortune smile upon you.",False,True,False,False,False,False,False
657,I would like to request time off on 28-07-2023 and 29-07-2023.,False,False,False,False,False,True,False
658,Have a safe and pleasant journey!,False,True,False,False,False,False,False
659,"I'm interested in booking the Vila Real office, specifically in room C1, for the weekend of October 16th, 2023. Can you help me with that?",False,False,False,False,True,False,False
660,"Couldyou assist me in reserving a spot in the SetÃºbal office, particularly in room C2, from September 10th to 14th, 2023?",False,False,False,False,True,False,False
661,Can you help me reserve a parking spot in the Lisbon office park r1 on 8-24-2023?,False,False,False,True,False,False,False
662,Good morning! I hope today brings you many reasons to smile.,True,False,False,False,False,False,False
663,"As we part ways, may peace guide your every step. Goodbye!",False,True,False,False,False,False,False
664,"Can you help me reserve a parking spot in the Faro office park r2, on 5-02-2023?",False,False,False,True,False,False,False
665,Keep the memories close as we bid adieu.,False,True,False,False,False,False,False
666,Warm wishes to you!,True,False,False,False,False,False,False
667,"Greetings, my trailblazing friend! How have you been challenging the status quo?",True,False,False,False,False,False,False
668,I wish to set my Workday NIB to PT50461329774051044730494.,False,False,True,False,False,False,False
669,How's the world treating you?,True,False,False,False,False,False,False
670,"To update my Workday NIB, I want to set it to PT50500401967524551528924.",False,False,True,False,False,False,False
671,Greetings! Sending you good vibes and positive energy for a fantastic day.,True,False,False,False,False,False,False
672,My Workday IBAN should be updated to PT50491244810081635601185.,False,False,True,False,False,False,False
673,"Well hello, fabulous!",True,False,False,False,False,False,False
674,"Goodbye, with a melody of cherished memories!",False,True,False,False,False,False,False
675,"The adventurous explorers trekked through the dense jungle, uncovering hidden ruins along the way.",False,False,False,False,True,False,False
676,I need to amend my Workday NIB to PT50106094574866187657347.,False,False,True,False,False,False,False
677,"Hey, my fellow photographer! Any stunning shots captured lately?",True,False,False,False,False,False,False
678,"If you had the ability to talk to inanimate objects, which object would you choose to have a conversation with right now?",False,False,False,False,False,False,True
679,"It's time to part ways, but the memories remain.",False,True,False,False,False,False,False
680,Could you please book a parking space for me in the Faro office park l1 on 5-23-2023?,False,False,False,True,False,False,False
681,"I'm looking to book an office in Porto, preferably in room C2, from November 7th to 9th, 2023.",False,False,False,False,True,False,False
682,"Hello! Keep your head held high, and the world will take notice.",True,False,False,False,False,False,False
683,"I'm looking to book an office in Porto, preferably in room C2, from July 30th to August 1st, 2024.",False,False,False,False,True,False,False
684,"Could you assist me in securing a place in the Coimbra office, specifically in room B1, for the dates of December 8th, 2023?",False,False,False,False,True,False,False
685,"I need to arrange a parking space in the Lisbon office park l2 for 8-14-2023, can you assist me?",False,False,False,True,False,False,False
686,I need to amend my Workday NIB to PT50551234871146216178545.,False,False,True,False,False,False,False
687,Until next time!,False,True,False,False,False,False,False
688,My Workday IBAN requires a modification to PT50781950239711436581125.,False,False,True,False,False,False,False
689,I want to replace my Workday IBAN with PT50362994482193420829511.,False,False,True,False,False,False,False
690,Greetings! Sending you strength and courage to face whatever comes your way.,True,False,False,False,False,False,False
691,I need to amend my Workday NIB to PT50325413641355227816330.,False,False,True,False,False,False,False
692,I would like to request time off from 10th May 2023 to 14th May 2023.,False,False,False,False,False,True,False
693,"I'm interested in reserving the SantarÃ©m office, specifically in room A1, for the weekend of November 7th to 8th, 2023. Can you help me with that?",False,False,False,False,True,False,False
694,"I need to book a place in the SetÃºbal office, specifically in room C2, for the dates of December 21st, 2023.",False,False,False,False,True,False,False
695,"With a soft glow, the moon illuminated the path for nighttime adventurers.",False,False,False,False,True,False,False
696,Can you please book a parking lot for me in the Lisbon office park r1 on 5-18-2023?,False,False,False,True,False,False,False
697,Keep shining!,False,True,False,False,False,False,False
698,"I need to make a reservation for the Coimbra office, specifically in room B2, on October 2nd, 2023.",False,False,False,False,True,False,False
699,I would like to request time off from 3rd June 2023 to 20th June 2023.,False,False,False,False,False,True,False
700,"To update my IBAN in Workday, I need to set it to PT50133187776129773193740.",False,False,True,False,False,False,False
701,Wishing you all the best as we bid adieu.,False,True,False,False,False,False,False
702,"Good morning to you, my source of inspiration50. Hello, my fellow explorer! What hidden gems have you discovered lately?",True,False,False,False,False,False,False
703,I would like to request time off from 14-06-2023 to 18-06-2023.,False,False,False,False,False,True,False
704,I need to request time off on 28-06-2024 and 29-06-2024.,False,False,False,False,False,True,False
705,My NIB in Workday needs to be updated to PT50945987420163074506399,False,False,True,False,False,False,False
706,I would like to request time off on 9-11-2023.,False,False,False,False,False,True,False
707,I would like to request time off from 23-08-2023 to 27-08-2023.,False,False,False,False,False,True,False
708,"I need to make a reservation for the Braga office, specifically in room A1, on December 29th, 2023.",False,False,False,False,True,False,False
709,The inviting aroma of a home-cooked meal filled the dining room during family gatherings.,False,False,False,False,True,False,False
710,"Can you book me a place in the Faro office, specifically in room C1, for September 4th, 2023?",False,False,False,False,True,False,False
711,I need to request time off from 29-05-2024 to 2-06-2024.,False,False,False,False,False,True,False
712,Can you please arrange a parking spot for me in the Braga office park l1 on 8-28-2023?,False,False,False,True,False,False,False
713,Good day to you!,True,False,False,False,False,False,False
714,Could you please book a parking space for me in the Faro office park b2 on 7-13-2023?,False,False,False,True,False,False,False
715,"Take care, my friend. Goodbye and may fortune favor you.",False,True,False,False,False,False,False
716,"With a burst of inspiration, the poet penned heartfelt verses in their notebook.",False,False,False,False,True,False,False
717,"The inviting scent of freshly brewed tea filled the cozy tearoom, welcoming guests to relax.",False,False,False,False,True,False,False
718,Good to see you!,True,False,False,False,False,False,False
719,"To update my Workday IBAN, I need to modify it to PT50908348090014953293695.",False,False,True,False,False,False,False
720,Can you help me reserve a parking spot in the Guarda office park r1 on 8-06-2023?,False,False,False,True,False,False,False
721,I would like to reserve a parking spot in the Porto office park f1 for 6-06-2023. Can you assist me?,False,False,False,True,False,False,False
722,I wish to replace my Workday IBAN with PT50483506110636114845885.,False,False,True,False,False,False,False
723,"With a sense of wonder, the astronomer observed the celestial bodies through the telescope.",False,False,False,False,True,False,False
724,I need to amend my Workday IBAN to PT50407633324473053546008.,False,False,True,False,False,False,False
725,"I need to book a parking lot in the Vila Real office park r1 for 4-13-2023, can you assist me?",False,False,False,True,False,False,False
726,"Greetings, my fellow traveler of the mind! What enlightening thoughts have crossed your path?",True,False,False,False,False,False,False
727,Could you please arrange a parking space for me in the Lisbon office park r1 on 4-07-2023?,False,False,False,True,False,False,False
728,"Hello, my extraordinary friend!",True,False,False,False,False,False,False
729,"Hi, my fellow tech guru! Any exciting innovations you've come across?",True,False,False,False,False,False,False
730,I need to request time off on 11-01-2024.,False,False,False,False,False,True,False
731,I need to request time off on 29-03-2024 and 30-03-2024.,False,False,False,False,False,True,False
732,"Goodbye, my confidante. May life's blessings surround you.",False,True,False,False,False,False,False
733,"Welcome back, my wellness enthusiast! How have you been nurturing your mind and body?",True,False,False,False,False,False,False
734,"I need to arrange a parking space in the Lisbon office park b2 for 8-31-2023, can you assist me?",False,False,False,True,False,False,False
735,Hey there! How's your family doing?,True,False,False,False,False,False,False
736,Can you please arrange a parking space for me in the Lisbon office park r1 on 4-07-2023?,False,False,False,True,False,False,False
737,"I would like to reserve a parking spot in the Lisbon office park f1 for 4-25-2023, can you help me with that?",False,False,False,True,False,False,False
738,"Can you book me a place in the Coimbra office, specifically in room B2, for December 13th, 2023?",False,False,False,False,True,False,False
739,"I need to arrange a parking space in the Lisbon office park b1 for 9-03-2023, can you assist me?",False,False,False,True,False,False,False
740,I require my NIB in Workday to be changed to PT50271201641802700535673.,False,False,True,False,False,False,False
741,I need to request time off on 17-05-2024 and 18-05-2024.,False,False,False,False,False,True,False
742,I need to request time off on 11-07-2024.,False,False,False,False,False,True,False
743,My Workday NIB must be modified to PT50302018488288482650746.,False,False,True,False,False,False,False
744,"Just here to engage and connect, no need for any particular direction.",False,False,False,False,False,False,True
745,"Greetings! Keep smiling, for your smile brightens the world around you.",True,False,False,False,False,False,False
746,The sound of crashing waves provided a soothing backdrop to the beach picnic.,False,False,False,False,True,False,False
747,"No specific updates to share, just wanted to touch base.",False,False,False,False,False,False,True
748,Can you help me book a parking lot in the Coimbra office park l2 on 4-06-2023?,False,False,False,True,False,False,False
749,"Hello, my friend! I hope you're having a great day.",True,False,False,False,False,False,False
750,Sending you a big wave of greetings and good vibes!,True,False,False,False,False,False,False
751,What would be the ideal soundtrack for brushing your teeth in the morning?,False,False,False,False,False,False,True
752,I need to request time off from 24-04-2024 to 28-04-2024.,False,False,False,False,False,True,False
753,"As we bid farewell, let gratitude fill our hearts.",False,True,False,False,False,False,False
754,How's the adventure unfolding?,True,False,False,False,False,False,False
755,Hello! How are you today?,True,False,False,False,False,False,False
756,"I need to arrange a parking space in the Lisbon office park r1 for 7-10-2023, can you assist me?",False,False,False,True,False,False,False
757,My NIB in Workday requires a change to PT50588654128522653620606.,False,False,True,False,False,False,False
758,Fare thee well!,False,True,False,False,False,False,False
759,Can you please arrange a parking spot for me in the Braga office park f1 on 5-14-2023?,False,False,False,True,False,False,False
760,"I'm interested in booking the Ã‰vora office, specifically in room A2, for October 28th, 2023. Can you help me with that?",False,False,False,False,True,False,False
761,Have a splendid day!,False,True,False,False,False,False,False
762,"Just enjoying the company and conversation, no need for any particular topic.",False,False,False,False,False,False,True
763,Can you help me reserve a parking spot in the Vila Real office park b2 on 5-16-2023?,False,False,False,True,False,False,False
764,I wish to update my Workday NIB to PT50211007030917141944674.,False,False,True,False,False,False,False
765,"To update the NIB in Workday, I need to set it to PT50148286373538969711170",False,False,True,False,False,False,False
766,Could you please book a parking space for me in the Faro office park b2 on 6-07-2023?,False,False,False,True,False,False,False
767,"Until our paths cross again, take care and farewell.",False,True,False,False,False,False,False
768,I want to modify my Workday NIB to PT50030199225723160046304.,False,False,True,False,False,False,False
769,Can you please arrange a parking spot for me in the Braga office park r1 on 5-29-2023?,False,False,False,True,False,False,False
770,"I need to arrange a parking space in the Lisbon office park f1 for 7-16-2023, can you assist me?",False,False,False,True,False,False,False
771,Welcome aboard! It's great to have you join us.,True,False,False,False,False,False,False
772,Could you please arrange a parking space for me in the Guarda office park l1 on 7-19-2023?,False,False,False,True,False,False,False
773,"I need to book a place in the SetÃºbal office, specifically in room C2, for the dates of December 19th, 2023.",False,False,False,False,True,False,False
774,"I need to make a reservation for the Coimbra office, specifically in room B2, on February 14th, 2023.",False,False,False,False,True,False,False
775,Hi there! It's a pleasure to be in your company.,True,False,False,False,False,False,False
776,"I'm interested in booking the Vila Real office, specifically in room C1, for the weekend of October 13th to 14th, 2023. Can you help me with that?",False,False,False,False,True,False,False
777,Could you please arrange a parking space for me in the BraganÃ§a office park f2 on 6-07-2023?,False,False,False,True,False,False,False
778,"Hello, my dear seeker of inner peace! How have you been cultivating mindfulness?",True,False,False,False,False,False,False
779,I want to replace my Workday NIB with PT50794261228358130096105.,False,False,True,False,False,False,False
780,The laughter of children echoed through the playground as they played together.,False,False,False,False,True,False,False
781,"I need to book a parking spot in the Coimbra office park l2 for 7-01-2023, can you assist me?",False,False,False,True,False,False,False
782,"Ahoy, matey! Ready for a new adventure?",True,False,False,False,False,False,False
783,"Just taking a moment to be present, no need to rush or plan ahead.",False,False,False,False,False,False,True
784,"Hello! You've got a bright future ahead, and I believe in you.",True,False,False,False,False,False,False
785,The excited chatter of friends filled the room as they gathered for a long-awaited reunion.,False,False,False,False,True,False,False
786,I need to arrange a parking space in the Lisbon office park f1 for 5-20-2023. Can you assist me?,False,False,False,True,False,False,False
787,"Not seeking any specific validations, finding self-worth in self-compassion.",False,False,False,False,False,False,True
788,My Workday IBAN requires a modification to PT50743919654571775821802.,False,False,True,False,False,False,False
789,"I need to request time off on the 3rd of the month of June, 2023.",False,False,False,False,False,True,False
790,"Just taking a moment to appreciate the beauty of simplicity, no need for complexity.",False,False,False,False,False,False,True
791,I need to request time off from 28-06-2023 to 2-07-2023.,False,False,False,False,False,True,False
792,I wish to alter my Workday IBAN to PT50477393287671629146716.,False,False,True,False,False,False,False
793,"Could you assist me in securing a spot in the Braga office, specifically in room A1, on December 27th, 2023?",False,False,False,False,True,False,False
794,Bonne nuit!,False,True,False,False,False,False,False
795,"Hey, it's so good to connect with you again. What's happening?",True,False,False,False,False,False,False
796,My NIB in Workday needs to be changed to PT50737648115699494402387.,False,False,True,False,False,False,False
797,"I need to book a parking lot in the BraganÃ§a office park b2 for 8-11-2023, can you assist me?",False,False,False,True,False,False,False
798,Can you please arrange a parking space for me in the BraganÃ§a office park b1 on 4-21-2023?,False,False,False,True,False,False,False
799,I would like to request time off on 13-10-2023 and 14-10-2023.,False,False,False,False,False,True,False
800,I wish to replace my Workday IBAN with PT50798441825077522849534.,False,False,True,False,False,False,False
801,"I would like to reserve a parking spot in the Lisbon office park r1 for 7-28-2023, can you help me with that?",False,False,False,True,False,False,False
802,My Workday NIB needs to be substituted with PT50181225157330724464879.,False,False,True,False,False,False,False
803,Can you help me reserve a parking spot in the Lisbon office park b2 on 7-15-2023?,False,False,False,True,False,False,False
804,Tchau!,False,True,False,False,False,False,False
805,"Greetings! Sending you love, light, and all the good vibes in the world.",True,False,False,False,False,False,False
806,"Can you please arrange a parking space for me in the Braga office park f2, on 5-04-2023?",False,False,False,True,False,False,False
807,I need to request time off on 14-03-2024.,False,False,False,False,False,True,False
808,"Yo, what's up?",True,False,False,False,False,False,False
809,The crackling sound of leaves underfoot signaled the arrival of autumn.,False,False,False,False,True,False,False
810,I need to amend my Workday IBAN to PT50649037162388105679283.,False,False,True,False,False,False,False
811,"Hi! You're doing great, so keep going and never give up.",True,False,False,False,False,False,False
812,Could you please arrange a parking space for me in the Lisbon office park l2 on 8-28-2023?,False,False,False,True,False,False,False
813,"I need to book a parking lot in the Guarda office park b2 for 6-20-2023, can you assist me?",False,False,False,True,False,False,False
814,The distant thunder signaled an approaching storm on the horizon.,False,False,False,False,True,False,False
815,I would like to request time off on 14-12-2023.,False,False,False,False,False,True,False
816,"Hi there, my dear advocate for social justice! How have you been promoting equality in your community?",True,False,False,False,False,False,False
817,I need to modify my Workday NIB to PT50023369946433302423131,False,False,True,False,False,False,False
818,I need to request time off on 2-05-2024.,False,False,False,False,False,True,False
819,I require my Workday NIB to be changed to PT50392813645345908695494.,False,False,True,False,False,False,False
820,Let's plan an imaginary trip to a destination you've always dreamed of visiting.,False,False,False,False,False,False,True
821,"Can you book me a place in the Faro office, specifically in room C1, for the week of May 5th, 2023?",False,False,False,False,True,False,False
822,"Can you book me a place in the Faro office, specifically in room C1, for the week of May 3rd, 2023?",False,False,False,False,True,False,False
823,Good morning! I hope you have a day filled with laughter and joy.,True,False,False,False,False,False,False
824,I wish to set my Workday NIB to PT50254186658166531346626.,False,False,True,False,False,False,False
825,I want to replace my NIB in Workday with PT50381642926212093547253,False,False,True,False,False,False,False
826,I would like to request time off on 4-08-2023 and 5-08-2023.,False,False,False,False,False,True,False
827,"Could you assist me in reserving a spot in the SetÃºbal office, particularly in room C2, from September 9th to 13th, 2023?",False,False,False,False,True,False,False
828,"The aroma of roasted coffee beans filled the cafÃ©, enticing passersby inside.",False,False,False,False,True,False,False
829,I would like to request time off from 7-06-2023 to 11-06-2023.,False,False,False,False,False,True,False
830,"I need to book a parking lot in the Guarda office park l2 for 5-09-2023, can you assist me?",False,False,False,True,False,False,False
831,My Workday NIB needs to be changed to PT50464699506735000523744.,False,False,True,False,False,False,False
832,Can you help me book a parking lot in the Coimbra office park r2 on 6-20-2023?,False,False,False,True,False,False,False
833,I wish to set my NIB in Workday to PT50067103277669470091489.,False,False,True,False,False,False,False
834,May our paths cross again!,False,True,False,False,False,False,False
835,What's your favorite dance move to do while waiting for the microwave to finish?,False,False,False,False,False,False,True
836,I want to replace my Workday NIB with PT50213204081757350667159.,False,False,True,False,False,False,False
837,I want to replace the NIB in Workday with PT50656837505296016935138.,False,False,True,False,False,False,False
838,"Until we meet again, stay strong and farewell.",False,True,False,False,False,False,False
839,I would like to request time off from 31st May 2023 to 4th June 2023.,False,False,False,False,False,True,False
840,"Hi, pal!",True,False,False,False,False,False,False
841,Can you please arrange a parking spot for me in the Braga office park f2 on 6-23-2023?,False,False,False,True,False,False,False
842,"To alter my IBAN in Workday, I want to set it to PT50654321987654321098765.",False,False,True,False,False,False,False
843,"I need to arrange a parking space in the Vila Real office park b2 for 3-15-2023, can you assist me?",False,False,False,True,False,False,False
844,I need to request time off on 24-05-2024 and 25-05-2024.,False,False,False,False,False,True,False
845,"I need to book a place in the Aveiro office, specifically in room B1, for the week of August 7th, 2023.",False,False,False,False,True,False,False
846,"Can you help me reserve a spot in the Algarve office, in the room, the room b1 on July 4th, 2023?",False,False,False,False,True,False,False
